"","n_rep","mc_capacity","n_species","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","K_type","K0","sd_env","spatial_env_cor","phi","min_niche_width","max_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"5720",20,71499.0091804663,30,150,0.8,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.6071,13.6769,18.284
"5721",1,17544.542907176,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.4865,13.0905,17.577
"5722",2,15958.2630481866,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.19688,11.08412,16.281
"5723",3,18065.737673904,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.70398,13.30002,19.004
"5724",4,18023.1847253043,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.3021,9.0999,14.402
"5725",5,18374.8158041526,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.23218,11.10282,17.335
"5726",6,18188.5067843559,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.7679,10.1891,14.957
"5727",7,19119.7691013802,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.11816,13.36884,17.487
"5728",8,16790.039468483,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.74228,8.28372,13.026
"5729",9,17533.1221118213,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.10102,10.89898,16
"5730",10,17525.9911636689,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.6116,10.4184,15.03
"5731",11,17553.4577902773,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.47946,10.52054,16
"5732",12,18211.5137539597,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.30032,10.83768,16.138
"5733",13,21454.4639110452,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.6727,10.4103,15.083
"5734",14,18080.2993759673,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,3.87646,6.42654,10.303
"5735",15,17275.0777424636,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.52044,12.30056,17.821
"5736",16,17287.7010167247,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.74152,9.50848,14.25
"5737",17,18328.4039682696,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.8071,9.1929,15
"5738",18,17138.9314820536,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.10328,7.01972,12.123
"5739",19,15981.9294672521,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.41078,9.58922,15
"5740",20,16144.0977579899,30,50,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.37,13.717,19.087
"5741",1,23048.4949111951,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.23988333333333,13.9281166666667,20.168
"5742",2,23714.1810253709,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.00213333333333,11.1618666666667,15.164
"5743",3,19318.823086614,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.24465,10.41235,15.657
"5744",4,26071.742869184,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.73628333333333,10.2647166666667,16.001
"5745",5,23824.9688011942,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.9066,16.0844,21.991
"5746",6,25567.4585950834,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.77895,14.36305,21.142
"5747",7,21848.5187390684,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.64456666666667,10.0474333333333,15.692
"5748",8,20535.917909291,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.0746,9.9254,15
"5749",9,20972.8117588605,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.28633333333333,11.4856666666667,15.772
"5750",10,22393.3791035265,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.66033333333333,11.1386666666667,16.799
"5751",11,24950.2962910518,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.51858333333333,11.1334166666667,16.652
"5752",12,23611.6403232824,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.594,11.559,17.153
"5753",13,21017.0186912484,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.5979,15.4021,21
"5754",14,27609.3486819466,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.52706666666667,13.6929333333333,19.22
"5755",15,24375.3155101147,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.0061,12.3999,18.406
"5756",16,22238.6034749584,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.66878333333333,16.3312166666667,23
"5757",17,23000.1806366871,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.67938333333333,13.3576166666667,19.037
"5758",18,21249.6262257762,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.56191666666667,14.1490833333333,19.711
"5759",19,22716.9218815161,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.1114,11.4276,17.539
"5760",20,21601.3719666117,30,60,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.70508333333333,12.5859166666667,18.291
"5761",1,25529.1135742073,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.71787142857143,10.1881285714286,15.906
"5762",2,27832.6887017206,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.64868571428571,8.70531428571428,14.354
"5763",3,24363.7285466674,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.70365714285714,10.3863428571429,15.09
"5764",4,25876.161665778,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.64235714285714,8.91564285714286,13.558
"5765",5,24605.6450449334,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.43214285714286,12.5848571428571,18.017
"5766",6,32754.556944991,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.33312857142857,12.2608714285714,17.594
"5767",7,32667.3744459501,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.97178571428571,13.0282142857143,19
"5768",8,25579.7333383245,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.65427142857143,10.3207285714286,15.975
"5769",9,24526.8436480653,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.93868571428571,12.1773142857143,18.116
"5770",10,23649.5099935216,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.61307142857143,13.1219285714286,18.735
"5771",11,27075.4826130832,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.68341428571429,10.2375857142857,14.921
"5772",12,26888.1298062383,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.21708571428571,7.90691428571429,13.124
"5773",13,26175.264852201,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,3.98824285714286,11.0557571428571,15.044
"5774",14,26175.3824251383,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.78875714285714,12.3812428571429,17.17
"5775",15,27519.9772022947,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.31994285714286,15.4770571428571,20.797
"5776",16,24119.347238792,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.715,10.533,15.248
"5777",17,25041.4897335713,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.29675714285714,12.8802428571429,18.177
"5778",18,27006.1967389255,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.81372857142857,13.9812714285714,19.795
"5779",19,25347.6973565154,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.07035714285714,6.46264285714286,10.533
"5780",20,27066.0921945672,30,70,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.2794,14.4286,19.708
"5781",1,33787.7496968799,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.37965,9.36835,14.748
"5782",2,30977.2864496628,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.0431375,15.9818625,22.025
"5783",3,34458.8556836139,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.8509875,11.2380125,17.089
"5784",4,32082.7026753626,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.4412125,14.3657875,19.807
"5785",5,29961.9998686042,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.911475,13.541525,19.453
"5786",6,29872.5379121011,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.2368,9.0052,14.242
"5787",7,32084.3080834855,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.98235,11.05865,16.041
"5788",8,31622.4783437962,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.656725,8.960275,14.617
"5789",9,34331.7392784588,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.341,12.396,17.737
"5790",10,30399.9446041752,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.0035375,11.9934625,16.997
"5791",11,30065.8057702015,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.553575,9.900425,15.454
"5792",12,32258.799115668,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.7579125,15.6220875,21.38
"5793",13,29848.288412163,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,3.8567625,11.9152375,15.772
"5794",14,28399.292234495,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.647625,16.451375,22.099
"5795",15,32140.5804988471,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.0357,14.1143,18.15
"5796",16,34875.0257002379,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.0863125,13.7336875,19.82
"5797",17,29223.4510297075,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.4880375,11.5119625,17
"5798",18,38824.943938209,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.4952625,17.5047375,23
"5799",19,29417.2134725689,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.35725,14.55475,19.912
"5800",20,34667.1104891212,30,80,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.091525,13.078475,19.17
"5801",1,35113.2761154932,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.28562222222222,15.7403777777778,21.026
"5802",2,42273.2617934522,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.83972222222222,14.1992777777778,20.039
"5803",3,34775.8051513581,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.74925555555556,8.39174444444444,13.141
"5804",4,35218.623911189,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.988,11.435,16.423
"5805",5,37020.780216787,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.20014444444444,12.2448555555556,17.445
"5806",6,36506.4724091694,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.24354444444444,9.97845555555556,15.222
"5807",7,33718.9539966196,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.3764,15.8526,20.229
"5808",8,40247.3945562975,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.55532222222222,15.8286777777778,22.384
"5809",9,38913.8259605051,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.97937777777778,9.02062222222222,14
"5810",10,38073.4219178371,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.77145555555556,12.3615444444444,17.133
"5811",11,37552.8230038654,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.51117777777778,10.4968222222222,15.008
"5812",12,33591.0608494935,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.44527777777778,14.5547222222222,19
"5813",13,36046.083984564,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.62476666666667,13.1232333333333,18.748
"5814",14,33877.8938466374,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.84892222222222,13.8280777777778,19.677
"5815",15,34737.4905463185,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.96687777777778,14.3361222222222,20.303
"5816",16,40145.717507743,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.57654444444444,12.4614555555556,18.038
"5817",17,34317.3304156269,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.53097777777778,10.4750222222222,15.006
"5818",18,35267.39926942,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.47652222222222,11.6244777777778,17.101
"5819",19,33474.8978761186,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.26276666666667,12.9752333333333,18.238
"5820",20,33784.4795698769,30,90,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.73022222222222,12.0637777777778,17.794
"5821",1,37418.6963092364,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.2516,16.1704,21.422
"5822",2,45739.6287721701,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.00349,11.99651,17
"5823",3,38327.5407568587,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.25998,11.10602,15.366
"5824",4,37766.9788091994,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.54319,9.87581,14.419
"5825",5,43082.4994945706,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.35133,10.54967,15.901
"5826",6,38179.6304455904,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.79113,14.20887,20
"5827",7,37412.8506737837,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.48281,13.68319,19.166
"5828",8,38549.3422315366,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.09133,14.20667,20.298
"5829",9,39180.5209673498,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.29925,16.70075,22
"5830",10,39140.2800544699,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.51474,13.26726,18.782
"5831",11,41993.3215029587,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.09537,14.29463,19.39
"5832",12,40192.2653785492,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.05622,10.90378,16.96
"5833",13,38669.3242566483,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.07903,11.92097,17
"5834",14,48581.7902827009,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.29166,12.70834,18
"5835",15,37142.5207969658,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.91953,12.32547,18.245
"5836",16,37753.2546884598,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.20954,13.86046,19.07
"5837",17,43292.4602875434,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.72954,12.27046,18
"5838",18,50078.1403764216,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.51139,10.88361,16.395
"5839",19,44661.2763839641,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.77517,14.22483,19
"5840",20,44441.2876588446,30,100,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.71934,10.85266,15.572
"5841",1,48852.4617577479,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.22140909090909,13.7785909090909,19
"5842",2,45190.0757764805,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.42084545454545,12.9681545454545,18.389
"5843",3,43305.4837547543,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.30345454545455,12.6965454545455,18
"5844",4,48421.699028374,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.11847272727273,11.8495272727273,16.968
"5845",5,46289.9272959501,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.74867272727273,15.3723272727273,21.121
"5846",6,41834.1263593701,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.96990909090909,13.5340909090909,19.504
"5847",7,44921.6303595454,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.5464,12.4536,17
"5848",8,43651.3109820218,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.14597272727273,11.2740272727273,16.42
"5849",9,47328.2371671457,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.22617272727273,8.77782727272727,15.004
"5850",10,48078.83223482,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.62160909090909,14.8403909090909,20.462
"5851",11,45536.6163502834,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.47774545454545,17.2772545454545,22.755
"5852",12,48711.2263831521,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.15972727272727,15.4472727272727,20.607
"5853",13,44658.0108883024,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,6.54354545454545,16.4694545454545,23.013
"5854",14,43235.1309027949,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,3.84626363636364,14.3097363636364,18.156
"5855",15,53175.7926677942,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.91961818181818,13.7313818181818,19.651
"5856",16,44048.8344548245,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.40027272727273,15.8257272727273,20.226
"5857",17,45240.9468711462,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.34696363636364,12.2960363636364,17.643
"5858",18,49949.2244111999,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.23195454545455,10.7680454545455,16
"5859",19,54194.6529028998,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.13861818181818,9.58438181818182,14.723
"5860",20,45726.352767707,30,110,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.63116363636364,10.1188363636364,15.75
"5861",1,47812.119377711,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.259225,13.056775,18.316
"5862",2,47013.374095229,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.271575,17.636425,22.908
"5863",3,47807.5539512064,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.75766666666667,10.7993333333333,15.557
"5864",4,49905.6388566033,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.39965,14.17635,19.576
"5865",5,51394.3299978931,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.30138333333333,16.1736166666667,20.475
"5866",6,51785.7296958463,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,5.15445,15.49755,20.652
"5867",7,49614.7731395731,30,120,0.9,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,1.5,4.50275833333333,15.1432416666667,19.646
