"","n_rep","mc_capacity","n_species","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","K_type","K0","sd_env","spatial_env_cor","phi","min_niche_width","max_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"1383",3,36472.210141577,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0443375,15.3746625,26.419
"1384",4,37182.3716556454,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3503125,14.6496875,26
"1385",5,37503.4093827191,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2137875,14.7862125,26
"1386",6,30551.5888002229,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9541625,16.0998375,27.054
"1387",7,32719.9135174279,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.07975,15.92025,27
"1388",8,33571.3444684277,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.7631625,18.0478375,26.811
"1389",9,39449.5324314733,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0912875,14.7317125,24.823
"1390",10,32921.5817712754,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0959625,14.9040375,25
"1391",11,40433.2242489273,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.1753125,16.2586875,27.434
"1392",12,34431.7757045425,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.2357125,12.4862875,21.722
"1393",13,36231.6918343039,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.252825,17.747175,29
"1394",14,32538.4806423399,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.481875,13.218125,23.7
"1395",15,32075.0433600205,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.64385,15.98715,26.631
"1396",16,37217.918138864,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6321625,13.3678375,24
"1397",17,38064.7836087277,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.078475,14.907525,24.986
"1398",18,35820.007131463,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.64165,16.53235,27.174
"1399",19,42497.4983788529,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2273875,15.3526125,25.58
"1400",20,31916.9962091228,30,80,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.6118875,14.7821125,26.394
"1401",1,38532.3148697366,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.7757111111111,15.2242888888889,27
"1402",2,45274.8669844174,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7523111111111,14.2476888888889,25
"1403",3,40161.0164945285,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8012666666667,14.2307333333333,25.032
"1404",4,43282.3011247339,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.41221111111111,14.7867888888889,24.199
"1405",5,39862.0546426893,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3291333333333,12.1698666666667,22.499
"1406",6,38348.6420588709,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.26378888888889,15.7362111111111,25
"1407",7,43654.4320066893,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.7078555555556,15.5321444444444,27.24
"1408",8,46004.4255323599,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0277555555556,14.2652444444444,25.293
"1409",9,40203.8365304595,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0490222222222,14.4259777777778,25.475
"1410",10,49712.5531749964,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.21755555555556,14.2434444444444,23.461
"1411",11,45994.0846249117,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3541777777778,17.0718222222222,27.426
"1412",12,39770.9347863138,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4974888888889,16.7075111111111,27.205
"1413",13,48993.97870902,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2777666666667,14.5232333333333,25.801
"1414",14,41577.4348036969,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.7426222222222,13.2213777777778,24.964
"1415",15,41910.0733835283,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.25352222222222,15.7464777777778,25
"1416",16,47639.0187961914,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.6127666666667,15.6602333333333,27.273
"1417",17,44457.5541360499,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.4961222222222,15.5718777777778,28.068
"1418",18,53741.5919165041,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.9757,11.2883,21.264
"1419",19,38403.6058218279,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.07056666666667,15.0034333333333,24.074
"1420",20,39878.2762596401,30,90,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8594555555556,16.3905444444444,27.25
"1421",1,49738.0111495466,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.88807,18.49293,29.381
"1422",2,38962.7920740246,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.3108,16.8082,26.119
"1423",3,51376.9536350489,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.43212,12.44688,22.879
"1424",4,53338.4386393769,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.29577,16.84423,27.14
"1425",5,47099.8439271534,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.05566,13.94434,24
"1426",6,44625.8855041221,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.00462,15.35438,26.359
"1427",7,54247.4699675413,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,13.0293,16.9707,30
"1428",8,49873.5225389915,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.85368,17.14632,27
"1429",9,56560.8800450521,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.67475,13.32525,24
"1430",10,55732.2265564227,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.21424,15.86176,26.076
"1431",11,41310.6307497785,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.78719,15.21281,27
"1432",12,44644.5744725454,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.33121,14.67879,25.01
"1433",13,43258.6528064634,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.59807,15.61293,28.211
"1434",14,44948.8572173701,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2568,17.7432,28
"1435",15,46763.5350189797,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.12568,16.87432,28
"1436",16,61232.3843377019,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.52801,13.53399,25.062
"1437",17,47538.3028046789,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.11447,13.14153,23.256
"1438",18,43810.937674893,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.26579,15.21221,25.478
"1439",19,53226.9010618054,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.48893,16.51107,27
"1440",20,50898.7507951667,30,100,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.72805,12.27195,24
"1441",1,50215.6817288802,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1396272727273,16.4463727272727,26.586
"1442",2,54934.0086199755,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3196636363636,12.9243363636364,24.244
"1443",3,47777.3734505649,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0770909090909,12.1119090909091,22.189
"1444",4,66203.4234926623,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.6110272727273,14.3889727272727,26
"1445",5,60473.7754329049,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2233090909091,12.4366909090909,22.66
"1446",6,51614.7487976655,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7765454545455,16.2234545454545,27
"1447",7,49235.0890838992,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7586727272727,18.2413272727273,29
"1448",8,49473.9181411093,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5197727272727,15.5112272727273,26.031
"1449",9,48178.3331912161,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5434363636364,14.6955636363636,25.239
"1450",10,49906.1598792951,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1448727272727,15.9131272727273,26.058
"1451",11,50802.3961737092,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5881909090909,17.4118090909091,29
"1452",12,52431.3836227003,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9009272727273,14.1160727272727,25.017
"1453",13,58491.9179623884,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0037272727273,15.1222727272727,26.126
"1454",14,56117.5026953617,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5067818181818,15.0072181818182,25.514
"1455",15,44199.5699780996,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.9442818181818,16.0557181818182,28
"1456",16,44917.2886938903,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0653272727273,16.9346727272727,28
"1457",17,51017.2534391092,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5880454545455,14.4119545454545,25
"1458",18,58117.9086039239,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2644727272727,16.7165272727273,26.981
"1459",19,75009.060949599,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.2693909090909,11.7306090909091,24
"1460",20,56480.6786595483,30,110,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3826636363636,14.7643363636364,25.147
"1461",1,54837.3827004072,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3494583333333,13.6505416666667,25
"1462",2,66743.383633783,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.73329166666667,14.2667083333333,24
"1463",3,56766.3202734768,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.4506,18.4564,27.907
"1464",4,53892.4343418706,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.39135,16.15365,26.545
"1465",5,57610.6518551662,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.5138166666667,17.4861833333333,29
"1466",6,65861.2138254458,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2751916666667,15.4518083333333,25.727
"1467",7,60457.0802678979,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9852333333333,18.0147666666667,29
"1468",8,61341.0223703827,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.913625,16.086375,28
"1469",9,52869.2886008878,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.885375,13.610625,24.496
"1470",10,50904.0214404816,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2182583333333,18.4407416666667,28.659
"1471",11,62071.8071032808,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.96910833333333,16.0308916666667,26
"1472",12,59045.9470779876,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9171666666667,16.0588333333333,26.976
"1473",13,53055.2552576663,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.0828166666667,16.0241833333333,28.107
"1474",14,48050.6333778019,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2715083333333,15.8334916666667,27.105
"1475",15,53047.6565920862,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.628025,15.947975,26.576
"1476",16,78861.1293645204,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6579416666667,16.9100583333333,27.568
"1477",17,53053.4464502082,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0231166666667,15.3788833333333,26.402
"1478",18,57328.5768079948,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7801,16.2199,27
"1479",19,57128.3636991939,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.85770833333333,12.7292916666667,21.587
"1480",20,56294.3071640664,30,120,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.62426666666667,14.3877333333333,24.012
"1481",1,67572.5490504274,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.1661923076923,16.4428076923077,27.609
"1482",2,66048.5653401957,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.67241538461538,12.9095846153846,22.582
"1483",3,59113.8864394114,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.2190615384615,15.8729384615385,28.092
"1484",4,62298.6658451818,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5526230769231,19.4473769230769,30
"1485",5,61589.5217084284,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1445461538462,18.3334538461538,28.478
"1486",6,64399.2863574276,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.53473846153846,13.9872615384615,23.522
"1487",7,55770.111186474,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6889461538462,18.3110538461538,29
"1488",8,66066.2928420369,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2176307692308,14.4553692307692,25.673
"1489",9,66070.191068002,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5202384615385,15.4797615384615,26
"1490",10,62518.1180690227,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.4281923076923,17.5718076923077,29
"1491",11,83732.6073384554,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9116769230769,15.0883230769231,26
"1492",12,55833.529472162,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2663769230769,18.7336230769231,30
"1493",13,74277.0147968345,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.0137615384615,14.9862384615385,27
"1494",14,63202.3396191077,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.1601230769231,15.8398769230769,28
"1495",15,67023.5832436055,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.7664692307692,16.7135307692308,28.48
"1496",16,65760.2800769383,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.6779923076923,16.1130076923077,27.791
"1497",17,78855.3560381178,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5907692307692,14.4092307692308,25
"1498",18,79688.3358775235,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.15308461538462,18.9289153846154,28.082
"1499",19,61336.8021285066,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2552230769231,17.7447769230769,28
"1500",20,65317.5295139764,30,130,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.95593076923077,17.0470692307692,27.003
"1501",1,67225.6373313689,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.96530714285714,16.6246928571429,25.59
"1502",2,73342.2686963836,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3159142857143,14.7450857142857,25.061
"1503",3,76754.1057703551,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3674285714286,18.6325714285714,30
"1504",4,67994.0157870678,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1084357142857,18.0475642857143,28.156
"1505",5,77933.4586374921,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6789428571429,17.3210571428571,28
"1506",6,59363.4880864069,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0736,17.9264,29
"1507",7,67937.8579125419,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.90142857142857,18.0985714285714,28
"1508",8,65760.425605567,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3350928571429,16.7909071428571,28.126
"1509",9,67101.8063371975,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.55756428571429,16.4424357142857,26
"1510",10,74353.5782267204,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.1437714285714,13.8762285714286,25.02
"1511",11,69084.7623861029,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.98942142857143,16.1585785714286,26.148
"1512",12,67769.0080327133,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.1797071428571,15.8202928571429,27
"1513",13,69030.3745180189,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0768928571429,12.9231071428571,24
"1514",14,63737.5494593463,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.80287142857143,16.1971285714286,26
"1515",15,74716.6762993927,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.4825142857143,16.5174857142857,28
"1516",16,63095.3623014764,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3382357142857,14.7147642857143,25.053
"1517",17,84184.3009940399,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.1507,13.6003,25.751
"1518",18,66378.2217703193,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0117428571429,16.3762571428571,26.388
"1519",19,73324.313142065,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9784714285714,16.0215285714286,27
"1520",20,68601.474847417,30,140,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3069571428571,16.8970428571429,28.204
"1521",1,81000.0337253214,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1142133333333,15.4747866666667,25.589
"1522",2,78160.9298782792,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.88008,16.76992,26.65
"1523",3,82298.601407271,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2913133333333,18.2676866666667,28.559
"1524",4,73344.0314916835,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.82229333333333,15.3477066666667,23.17
"1525",5,67132.1453967017,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.33852,16.71448,27.053
"1526",6,71922.3130480459,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0041066666667,15.9958933333333,27
"1527",7,67568.7073238778,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2168466666667,16.3451533333333,27.562
"1528",8,82991.2395273767,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.31992,16.92808,28.248
"1529",9,80694.6087631676,30,150,0.7,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9379733333333,14.6240266666667,25.562
