"","n_rep","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","sd_env","phi","sd_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"549",49,135,0.133252871967852,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.0846518518519,8.08634814814815,18.171
"550",50,70,0.489427228271961,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.2292285714286,9.94377142857143,20.173
"551",51,135,0.724395526945591,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.8867111111111,9.83228888888889,20.719
"552",52,140,0.734497297368944,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.3505214285714,11.6494785714286,23
"553",53,62,0.579795174486935,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.98122580645161,10.0187741935484,19
"554",54,149,0.747439253143966,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.80828859060403,8.46271140939597,18.271
"555",55,112,0.816924742981792,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.05940178571429,6.99159821428571,15.051
"556",56,130,0.769017664529383,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.5537692307692,9.95923076923077,22.513
"557",57,64,0.366563252173364,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.631109375,9.928890625,20.56
"558",58,84,0.281232241354883,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.61517857142857,10.4618214285714,20.077
"559",59,66,0.784482604078949,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.6305757575758,9.30542424242424,19.936
"560",60,53,0.49101402387023,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.7674528301887,6.52354716981132,18.291
"561",61,51,0.423467169888318,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.99756862745098,4.37343137254902,13.371
"562",62,67,0.564257638156414,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.3524626865672,10.3145373134328,20.667
"563",63,57,0.116902521811426,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.1002456140351,9.89975438596491,21
"564",64,57,0.735696342401207,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.1025614035088,6.86643859649123,18.969
"565",65,100,0.324506673961878,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.17202,14.93498,23.107
"566",66,121,0.579625820554793,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.0242975206612,15.2287024793388,25.253
"567",67,134,0.784035394899547,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,12.2332537313433,8.76674626865672,21
"568",68,83,0.829810092039406,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.3054096385542,10.6945903614458,22
"569",69,77,0.692560677789152,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.59925974025974,8.72074025974026,18.32
"570",70,145,0.502712051011622,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.90414482758621,8.85385517241379,17.758
"571",71,129,0.690700318478048,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.26825581395349,14.5487441860465,23.817
"572",72,92,0.151027035526931,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.6555,8.6355,16.291
"573",73,65,0.155292933993042,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.25493846153846,8.74506153846154,17
"574",74,96,0.325396203435957,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.1019583333333,7.47404166666667,17.576
"575",75,137,0.449258097819984,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.0493138686131,9.77768613138686,19.827
"576",76,135,0.890436506643891,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.37425925925926,7.70874074074074,16.083
"577",77,116,0.461221919208765,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.6462413793103,11.3877586206897,22.034
"578",78,65,0.560893281549215,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.8875846153846,9.23541538461539,20.123
"579",79,125,0.815657193772495,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.661896,9.223104,18.885
"580",80,95,0.647306443750858,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.9082315789474,10.4197684210526,22.328
"581",81,72,0.148355991207063,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.69577777777778,8.30422222222222,17
"582",82,77,0.532071829587221,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.0031168831169,9.48688311688312,19.49
"583",83,137,0.376366286166012,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.28155474452555,8.57944525547445,17.861
"584",84,108,0.206187902018428,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.8270277777778,11.1729722222222,22
"585",85,101,0.717344583012164,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.17494059405941,10.8250594059406,19
"586",86,118,0.222486786171794,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.1208813559322,10.9801186440678,19.101
"587",87,99,0.766862451285124,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.84359595959596,7.31340404040404,15.157
"588",88,119,0.167711994238198,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,6.41453781512605,4.58546218487395,11
"589",89,111,0.717970074526966,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.99783783783784,9.58816216216216,18.586
"590",90,68,0.371598575823009,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.2213970588235,10.7786029411765,21
"591",91,123,0.387404531240463,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.17747967479675,9.82252032520325,19
"592",92,106,0.895044571720064,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,8.29408490566038,5.70591509433962,14
"593",93,101,0.817061787843704,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.525504950495,13.205495049505,23.731
"594",94,94,0.65595443751663,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.69176595744681,5.31423404255319,15.006
"595",95,52,0.159251415543258,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.51951923076923,8.55548076923077,16.075
"596",96,133,0.4896060237661,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,9.61173684210526,13.3882631578947,23
"597",97,92,0.709945330955088,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,11.0385108695652,10.2194891304348,21.258
"598",98,73,0.31939841657877,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,6.72739726027397,5.20060273972603,11.928
"599",99,60,0.188995726034045,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,7.8902,9.5318,17.422
"600",100,71,0.688190971128643,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,1.5,10.3188732394366,8.68612676056338,19.005
"601",1,94,0.312452435493469,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.85556382978723,15.1444361702128,25
"602",2,146,0.842301032692194,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,14.8790684931507,9.65193150684931,24.531
"603",3,62,0.202253934368491,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.4263870967742,11.6056129032258,22.032
"604",4,146,0.470625857636333,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.1707191780822,10.4032808219178,21.574
"605",5,124,0.431577798351645,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.7477338709677,10.6012661290323,22.349
"606",6,66,0.358174893818796,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.05165151515152,7.94834848484848,17
"607",7,118,0.324191389791668,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,13.3232966101695,14.6687033898305,27.992
"608",8,126,0.795205596461892,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.897753968254,6.10224603174603,19
"609",9,66,0.279918466508389,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.22321212121212,7.89678787878788,17.12
"610",10,130,0.415643908083439,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.1233461538462,8.42765384615385,19.551
"611",11,78,0.611523538082838,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.7869615384615,9.25903846153846,21.046
"612",12,127,0.895772848464549,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.7052519685039,10.3577480314961,22.063
"613",13,142,0.762050765193999,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,15.8605281690141,9.19347183098591,25.054
"614",14,134,0.20224110968411,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.4280149253731,11.5719850746269,22
"615",15,144,0.488156840763986,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.8116527777778,12.0013472222222,22.813
"616",16,79,0.703828821890056,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.4028734177215,9.59712658227848,21
"617",17,66,0.222790193930268,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.79128787878788,8.28071212121212,17.072
"618",18,74,0.825895267352462,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.4812297297297,5.72977027027027,16.211
"619",19,112,0.426477243937552,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.0146428571429,9.98535714285714,22
"620",20,63,0.413135507144034,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.7974761904762,7.20252380952381,18
"621",21,97,0.858207948878407,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.3648350515464,10.5221649484536,20.887
"622",22,52,0.80681443978101,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.1980961538462,8.80190384615385,20
"623",23,115,0.709920802898705,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.64641739130435,11.4995826086957,21.146
"624",24,114,0.802950637973845,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.5734385964912,11.4265614035088,22
"625",25,143,0.430455776676536,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.5757622377622,11.4242377622378,22
"626",26,146,0.245905751548708,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.0536301369863,11.2243698630137,21.278
"627",27,63,0.708374752663076,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.1130158730159,3.88698412698413,14
"628",28,114,0.797821540944278,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.640350877193,9.88764912280702,20.528
"629",29,89,0.556843440793455,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,13.2456516853933,6.53534831460674,19.781
"630",30,85,0.608636433072388,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.9750470588235,9.02495294117647,20
"631",31,52,0.362248818390071,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.80665384615385,7.19334615384615,16
"632",32,106,0.193723322078586,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,7.85891509433962,14.1410849056604,22
"633",33,101,0.151570616662502,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,6.75737623762376,6.12562376237624,12.883
"634",34,88,0.869765364378691,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.8126136363636,8.51838636363636,20.331
"635",35,146,0.880001839250326,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.9490342465753,8.13496575342466,20.084
"636",36,139,0.850994572229683,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,13.4526402877698,7.92235971223022,21.375
"637",37,110,0.809639065153897,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,15.1171727272727,13.5468272727273,28.664
"638",38,110,0.232412312738597,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.7580818181818,14.2419181818182,25
"639",39,82,0.544307093322277,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.6880609756098,8.31193902439024,21
"640",40,78,0.119950195588171,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.1602948717949,12.0337051282051,22.194
"641",41,91,0.596019528433681,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.0854505494505,10.9145494505495,21
"642",42,74,0.467960968613625,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.04613513513513,7.97386486486486,17.02
"643",43,141,0.436791180260479,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.94078723404255,14.5442127659574,24.485
"644",44,141,0.122699701599777,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.52617730496454,10.4038226950355,19.93
"645",45,137,0.357956242188811,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.432204379562,9.56779562043796,22
"646",46,89,0.755977824889123,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.7120112359551,8.50998876404494,21.222
"647",47,138,0.786565319262445,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,14.3759927536232,10.6240072463768,25
"648",48,84,0.808441929146647,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.87925,7.24475,19.124
"649",49,56,0.235684655047953,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.66571428571429,5.33428571428571,15
"650",50,136,0.669234190508723,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.0751764705882,7.25082352941176,17.326
"651",51,114,0.460735652782023,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.623701754386,10.376298245614,22
"652",52,144,0.575503075495362,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,14.1002847222222,12.8997152777778,27
"653",53,139,0.185187321715057,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,4.79277697841727,9.04622302158273,13.839
"654",54,66,0.166176953725517,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.1397878787879,11.0262121212121,22.166
"655",55,70,0.140625125169754,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,7.25865714285714,7.66234285714286,14.921
"656",56,86,0.580855918861926,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,15.2003720930233,9.52162790697674,24.722
"657",57,52,0.670949923619628,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,6.51769230769231,5.48230769230769,12
"658",58,120,0.464178723841906,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.4935916666667,9.50640833333333,21
"659",59,113,0.583137533441186,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.5661415929204,8.43385840707965,20
"660",60,53,0.326706022769213,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.2647169811321,10.7352830188679,21
"661",61,87,0.708875803463161,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.9669310344828,10.1870689655172,23.154
"662",62,57,0.655200043134391,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.5368947368421,7.48810526315789,18.025
"663",63,63,0.183091225661337,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.12565079365079,9.91334920634921,19.039
"664",64,146,0.160999598167837,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.8963698630137,12.1036301369863,25
"665",65,129,0.560701147653162,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.5596201550388,9.44037984496124,20
"666",66,87,0.240924655459821,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.47052873563218,15.5294712643678,24
"667",67,138,0.218624960817397,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.15583333333333,17.8441666666667,27
"668",68,80,0.630851493030786,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.6856125,8.9823875,21.668
"669",69,129,0.887505992688239,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.4864418604651,11.5135581395349,22
"670",70,82,0.838011149689555,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.3548902439024,6.64510975609756,18
"671",71,127,0.489890148490667,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.6868976377953,11.8581023622047,23.545
"672",72,57,0.192516396939755,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.67808771929825,8.32191228070175,18
"673",73,112,0.767293160036206,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.5866875,5.9753125,17.562
"674",74,75,0.596447584033012,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.6328133333333,8.35818666666667,18.991
"675",75,122,0.488014519959688,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.96412295081967,10.9988770491803,20.963
"676",76,138,0.79738131519407,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.7525,4.2475,16
"677",77,117,0.267273853905499,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.77717094017094,11.5298290598291,20.307
"678",78,83,0.548025962337852,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.67474698795181,6.43725301204819,16.112
"679",79,121,0.547085205093026,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.5691239669421,10.9538760330579,23.523
"680",80,121,0.293869815580547,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.83309917355372,9.66890082644628,18.502
"681",81,78,0.369178736768663,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.88123076923077,9.11876923076923,19
"682",82,97,0.301931784301996,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.356618556701,9.84038144329897,22.197
"683",83,111,0.873083294183016,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,13.7845945945946,10.1924054054054,23.977
"684",84,104,0.310920665413141,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.85677884615385,11.8482211538462,21.705
"685",85,141,0.298351389914751,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.56764539007092,10.4973546099291,19.065
"686",86,125,0.777612546645105,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.684528,8.389472,20.074
"687",87,86,0.845333290100098,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,9.9106511627907,4.0893488372093,14
"688",88,125,0.177860607393086,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.270136,9.729864,21
"689",89,143,0.359976247511804,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.0766363636364,12.0493636363636,24.126
"690",90,51,0.612504303269088,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,13.9960392156863,9.38596078431373,23.382
"691",91,120,0.605971833691001,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.026625,8.973375,20
"692",92,57,0.688010131567717,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.3641754385965,6.63582456140351,18
"693",93,135,0.179855557903647,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.3162592592593,13.6837407407407,25
"694",94,55,0.714047402143478,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,11.7583272727273,6.41667272727273,18.175
"695",95,91,0.671271321736276,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,12.8410549450549,9.51794505494506,22.359
"696",96,91,0.105590491555631,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,10.8222637362637,12.1777362637363,23
"697",97,60,0.354089276120067,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,7.51458333333333,11.5564166666667,19.071
"698",98,56,0.574984183162451,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,13.3223571428571,8.22364285714286,21.546
"699",99,67,0.35854957960546,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.11265671641791,10.8873432835821,19
"700",100,132,0.58304416500032,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,1.5,8.71851515151515,9.28148484848485,18
"701",1,81,0.767283880338073,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.84659259259259,4.03840740740741,12.885
"702",2,63,0.268372699432075,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.81309523809524,7.66590476190476,17.479
"703",3,99,0.491475475206971,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.5244242424242,8.76857575757576,20.293
"704",4,56,0.427074512839317,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.515875,4.082125,15.598
"705",5,113,0.663965843245387,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.3064690265487,1.69353097345133,14
"706",6,74,0.533247223123908,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.2096351351351,4.90236486486486,15.112
"707",7,67,0.259869007021189,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.0375970149254,6.69440298507463,16.732
"708",8,108,0.765214051306248,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.3901759259259,3.55282407407407,14.943
"709",9,75,0.349311032891274,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.7318666666667,6.13013333333333,18.862
"710",10,150,0.647448053397238,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,14.0753733333333,6.98462666666667,21.06
"711",11,141,0.751401943527162,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.985170212766,5.57482978723404,16.56
"712",12,131,0.745995002798736,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.1302595419847,8.86974045801527,19
"713",13,102,0.276362595707178,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.36648039215686,7.09951960784314,16.466
"714",14,147,0.142292141355574,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.32355782312925,8.37244217687075,16.696
"715",15,144,0.607427084632218,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.5283958333333,5.47160416666667,18
"716",16,118,0.242102234996855,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.8413220338983,9.1586779661017,22
"717",17,84,0.439960405416787,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.39738095238095,5.96761904761905,14.365
"718",18,87,0.428543645143509,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.4275057471264,7.83549425287356,19.263
"719",19,101,0.134031275101006,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.64743564356436,7.94156435643564,15.589
"720",20,101,0.869598285295069,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,12.0857920792079,5.91420792079208,18
"721",21,120,0.811176135204732,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.374725,5.854275,14.229
"722",22,95,0.171565521135926,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.1992947368421,9.81770526315789,21.017
"723",23,100,0.834784821607172,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.65553,4.59247,15.248
"724",24,55,0.523661932162941,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,7.80581818181818,5.19418181818182,13
"725",25,115,0.413296912610531,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.1566260869565,9.18337391304348,20.34
"726",26,100,0.282772559672594,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.9503,10.1117,20.062
"727",27,79,0.494347749091685,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,8.58598734177215,7.41801265822785,16.004
"728",28,78,0.233960866555572,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,9.78421794871795,7.96978205128205,17.754
"729",29,75,0.189371668547392,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.3271066666667,6.67389333333333,18.001
"730",30,112,0.360291179455817,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.8222053571429,11.2327946428571,22.055
"731",31,88,0.153357908315957,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,6.69965909090909,9.30034090909091,16
"732",32,141,0.715915169008076,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,11.539390070922,5.72860992907802,17.268
"733",33,147,0.74568509478122,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,1.5,10.5253673469388,4.60463265306123,15.13
