"","n_rep","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","sd_env","phi","sd_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"178",78,91,0.154341056384146,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,12.9987252747253,8.81227472527473,21.811
"179",79,94,0.600159299001098,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,15.3401808510638,6.65981914893617,22
"180",80,53,0.306721083633602,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,14.4267735849057,11.7942264150943,26.221
"181",81,75,0.64742557220161,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,16.9257066666667,7.40829333333333,24.334
"182",82,144,0.887582383491099,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,18.7117777777778,9.28822222222222,28
"183",83,91,0.687036696448922,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,18.6362417582418,7.70975824175824,26.346
"184",84,63,0.244635060057044,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,9.96673015873016,7.22626984126984,17.193
"185",85,148,0.589958691224456,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,16.2268175675676,9.92018243243243,26.147
"186",86,128,0.514879804104567,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,16.081890625,8.105109375,24.187
"187",87,65,0.896953627094626,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,15.9701692307692,6.03883076923077,22.009
"188",88,106,0.694786163419485,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,15.1818113207547,8.81818867924528,24
"189",89,125,0.843284572288394,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,19.086816,7.913184,27
"190",90,88,0.472067145258188,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,15.0745227272727,7.04647727272727,22.121
"191",91,113,0.432733138464391,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,18.9491504424779,10.0508495575221,29
"192",92,140,0.228939265199006,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,13.1017214285714,11.4802785714286,24.582
"193",93,128,0.281560528464615,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,16.1164296875,11.3425703125,27.459
"194",94,113,0.570460190623999,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,16.9222212389381,7.21877876106194,24.141
"195",95,110,0.256184741668403,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,15.2304363636364,10.7695636363636,26
"196",96,65,0.307947121188045,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,15.4604769230769,8.77552307692308,24.236
"197",97,135,0.207344582863152,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,14.0758074074074,15.7671925925926,29.843
"198",98,60,0.263715204969049,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,13.26685,13.73315,27
"199",99,124,0.779343284852803,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,14.0148629032258,9.69913709677419,23.714
"200",100,130,0.306489852629602,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.01,0,0.75,16.4526538461538,9.54734615384615,26
"201",1,54,0.180177789181471,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,11.5488888888889,10.8411111111111,22.39
"202",2,125,0.729858016222715,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.227304,7.772696,23
"203",3,80,0.420077074691653,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.5525875,9.5274125,26.08
"204",4,93,0.587355497665703,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.5994301075269,7.01256989247312,23.612
"205",5,125,0.603174847364426,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.435328,8.564672,28
"206",6,103,0.508622556552291,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,12.5514174757282,7.51358252427185,20.065
"207",7,112,0.754262964054942,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.6199821428571,11.3800178571429,30
"208",8,97,0.373495731130242,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.0508453608247,10.1311546391753,26.182
"209",9,120,0.7683036448434,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.5984333333333,6.64456666666667,25.243
"210",10,124,0.696252393908799,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.6138387096774,10.8311612903226,29.445
"211",11,74,0.326398990862072,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.6035540540541,8.39644594594595,25
"212",12,133,0.332781191729009,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.2393909774436,9.77760902255639,29.017
"213",13,127,0.610057418420911,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.7826377952756,7.26136220472441,23.044
"214",14,130,0.293961702845991,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.6186384615385,12.3813615384615,29
"215",15,120,0.283858624100685,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.3364083333333,10.6635916666667,28
"216",16,57,0.873375455290079,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.7894385964912,6.86656140350877,23.656
"217",17,124,0.321639418229461,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.2333951612903,11.0836048387097,26.317
"218",18,75,0.154339383356273,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,12.3991866666667,14.9518133333333,27.351
"219",19,57,0.589055981114507,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.9903333333333,9.00966666666667,27
"220",20,62,0.43615023586899,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.7488548387097,8.25014516129032,25.999
"221",21,60,0.146810744144022,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,10.6194166666667,15.2185833333333,25.838
"222",22,115,0.182047805562615,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,14.2573391304348,11.8376608695652,26.095
"223",23,52,0.102288872003555,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,10.9345961538462,8.06540384615385,19
"224",24,65,0.255308979377151,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.1170769230769,8.33092307692308,26.448
"225",25,57,0.234036866389215,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.6213333333333,12.3786666666667,28
"226",26,83,0.670646808296442,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.4391084337349,5.07289156626506,24.512
"227",27,115,0.147910035029054,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.8852695652174,13.1777304347826,27.063
"228",28,139,0.861501379683614,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,14.8822014388489,7.11879856115108,22.001
"229",29,113,0.834343400225043,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.7305840707965,6.62841592920354,26.359
"230",30,100,0.637280843779445,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.43053,10.56947,29
"231",31,104,0.727237156406045,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.4760961538462,10.4509038461538,27.927
"232",32,115,0.761501435376704,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.2114173913043,8.16658260869565,26.378
"233",33,64,0.822380329482257,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,12.685734375,7.314265625,20
"234",34,92,0.410449651069939,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.7349891304348,9.26501086956522,28
"235",35,141,0.736196534894407,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.3253829787234,12.6746170212766,30
"236",36,93,0.137226267158985,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,12.0307419354839,10.0012580645161,22.032
"237",37,85,0.248637757822871,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.7164705882353,11.2835294117647,25
"238",38,146,0.72419339120388,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.8535273972603,10.1464726027397,28
"239",39,59,0.823411536216736,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,23.3848474576271,5.61515254237288,29
"240",40,74,0.812345321662724,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.0352162162162,5.45978378378378,22.495
"241",41,59,0.503422346152365,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.4379661016949,6.72803389830509,25.166
"242",42,99,0.833642579428852,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,20.0067777777778,6.99322222222222,27
"243",43,125,0.301349198259413,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,14.351128,10.071872,24.423
"244",44,116,0.196226938441396,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.9136810344828,12.0863189655172,26
"245",45,98,0.157083526812494,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.8384285714286,12.1615714285714,26
"246",46,58,0.738480768539011,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,21.8145517241379,6.66244827586207,28.477
"247",47,66,0.364059089496732,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.6098939393939,7.39010606060606,21
"248",48,101,0.312246696650982,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.6256732673267,9.37432673267327,25
"249",49,60,0.620041043683887,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.5834166666667,5.49158333333333,22.075
"250",50,126,0.236123492196202,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.9457301587302,11.0542698412698,25
"251",51,138,0.1734993012622,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.6075579710145,11.3924420289855,28
"252",52,78,0.313592644035816,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.7869358974359,7.2130641025641,25
"253",53,63,0.448967886343598,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.7077619047619,7.89023809523809,23.598
"254",54,146,0.641826187819242,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.3332876712329,11.6667123287671,29
"255",55,92,0.103271586820483,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.8702065217391,12.1297934782609,28
"256",56,53,0.227135903947055,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.1203773584906,6.87962264150944,24
"257",57,86,0.624659783020616,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.2330697674419,7.94493023255814,23.178
"258",58,57,0.885555627010763,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,20.8333157894737,7.08268421052632,27.916
"259",59,149,0.725491762347519,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.6441140939597,9.35588590604027,27
"260",60,84,0.7501987952739,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.6957976190476,9.24020238095238,26.936
"261",61,84,0.818854354694486,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.2778333333333,7.72216666666667,25
"262",62,68,0.881954222545028,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.48475,8.29225,25.777
"263",63,136,0.804498571716249,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.7846176470588,4.43138235294118,22.216
"264",64,134,0.312705194950104,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.7101044776119,10.2898955223881,28
"265",65,69,0.897405723668635,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.3320724637681,5.71092753623188,21.043
"266",66,79,0.670481937564909,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.591164556962,6.57283544303798,26.164
"267",67,123,0.595774419791997,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.6625040650407,9.33749593495935,26
"268",68,83,0.778417690098286,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.833313253012,5.35368674698795,22.187
"269",69,134,0.827499849162996,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.3448731343284,8.65512686567164,26
"270",70,72,0.767347173206508,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.5641666666667,10.4358333333333,30
"271",71,78,0.747502530738711,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.0245641025641,12.9754358974359,29
"272",72,71,0.268523129820824,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.8020281690141,9.61797183098592,26.42
"273",73,130,0.28685589171946,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.4289076923077,8.57109230769231,26
"274",74,120,0.696411200985313,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,20.3188,7.7172,28.036
"275",75,148,0.401117078587413,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.7652905405405,11.2347094594595,28
"276",76,58,0.545166702009737,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,13.3769310344828,8.62306896551724,22
"277",77,58,0.462448104098439,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.328275862069,8.17172413793103,26.5
"278",78,100,0.517206119187176,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.559,8.441,26
"279",79,132,0.460706754773855,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.1721742424242,12.8278257575758,29
"280",80,123,0.532710262574255,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.4551788617886,9.54482113821138,27
"281",81,72,0.425889997184277,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.9350138888889,9.07398611111111,25.009
"282",82,139,0.770399228669703,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.2053381294964,10.7946618705036,28
"283",83,111,0.647806079499423,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,15.8071351351351,10.9518648648649,26.759
"284",84,142,0.855487950704992,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.9520633802817,8.04793661971831,26
"285",85,71,0.118320578150451,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.9114366197183,10.0885633802817,27
"286",86,117,0.637625519558787,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,14.8452136752137,10.1547863247863,25
"287",87,82,0.758106323517859,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.7928536585366,8.47914634146341,26.272
"288",88,147,0.617690819315612,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,19.285231292517,6.73076870748299,26.016
"289",89,111,0.820352857001126,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.0877477477477,8.91225225225225,27
"290",90,59,0.783647233434022,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.2461016949153,8.75389830508475,27
"291",91,102,0.672421329654753,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.2231960784314,9.77680392156863,28
"292",92,105,0.11399780716747,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,10.2206380952381,16.7793619047619,27
"293",93,55,0.374634993635118,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.7054727272727,8.43352727272727,26.139
"294",94,60,0.253058384358883,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.9128333333333,11.0871666666667,29
"295",95,91,0.839629722759128,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,20.6726263736264,6.63037362637363,27.303
"296",96,93,0.708677710033953,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.4762365591398,7.28576344086022,25.762
"297",97,105,0.380802498944104,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.9551428571429,11.0448571428571,30
"298",98,52,0.816832230612636,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,18.7465576923077,7.36244230769231,26.109
"299",99,89,0.817304020002484,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,17.0818426966292,6.91815730337079,24
"300",100,141,0.375467511638999,-1,1,1,-1,1,0.1,1,0.1,0.05,0.5,5,0.05,0,0.75,16.741,11.453,28.194
"301",1,132,0.403700819052756,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.2813939393939,6.71860606060606,24
"302",2,113,0.741116150841117,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,14.6089380530973,4.11306194690266,18.722
"303",3,121,0.647459535673261,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.4945454545455,4.38145454545455,22.876
"304",4,89,0.714456626772881,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.1419550561798,9.85804494382023,29
"305",5,109,0.469010587409139,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,20.5733486238532,5.42665137614679,26
"306",6,148,0.892947476729751,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.6115675675676,4.38843243243243,24
"307",7,74,0.155321040004492,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.2099189189189,7.93008108108108,25.14
"308",8,101,0.427785059809685,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.0610198019802,6.0529801980198,23.114
"309",9,119,0.122968260198832,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,14.6069495798319,11.3930504201681,26
"310",10,91,0.309725543484092,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.7215604395604,7.92343956043956,26.645
"311",11,76,0.247343316674232,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.3805131578947,7.64748684210526,24.028
"312",12,116,0.517467726580799,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.5748879310345,10.4251120689655,26
"313",13,55,0.695393742248416,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.2002727272727,3.40272727272728,22.603
"314",14,63,0.248603764548898,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.2414603174603,7.68953968253968,22.931
"315",15,91,0.751730380579829,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.1323956043956,4.8676043956044,24
"316",16,132,0.753020047955215,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.6745378787879,4.41046212121212,23.085
"317",17,119,0.354777999222279,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,12.7698907563025,6.58610924369748,19.356
"318",18,84,0.728933565504849,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.759119047619,6.24088095238095,24
"319",19,110,0.545597094297409,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.5725636363636,7.56643636363636,24.139
"320",20,144,0.508846037462354,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.8581180555556,9.23188194444444,25.09
"321",21,130,0.728380231745541,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.9873230769231,7.54667692307692,25.534
"322",22,67,0.731111585721374,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.4121044776119,5.58789552238806,23
"323",23,51,0.7415318550542,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.3035882352941,5.69641176470588,24
"324",24,114,0.598960775882006,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,20.8690877192982,6.31291228070175,27.182
"325",25,64,0.183652886562049,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,12.394078125,14.454921875,26.849
"326",26,145,0.128194338269532,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,12.6786413793103,9.32135862068965,22
"327",27,94,0.891965863108635,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.530670212766,5.48132978723404,22.012
"328",28,53,0.694061569496989,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.244320754717,5.00867924528302,22.253
"329",29,73,0.683554380945861,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.488698630137,3.51130136986301,23
"330",30,65,0.70221304744482,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.2286,4.7714,23
"331",31,72,0.121559880673885,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.7161944444444,5.31080555555556,23.027
"332",32,129,0.536643334105611,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.342511627907,4.65748837209302,24
"333",33,112,0.752203468233347,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.5132857142857,6.35671428571429,22.87
"334",34,130,0.640722150355577,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.1292307692308,6.85476923076923,23.984
"335",35,79,0.323458293452859,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,21.7207215189873,7.27927848101266,29
"336",36,108,0.763551030866802,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.6997222222222,3.30027777777778,20
"337",37,85,0.119546396844089,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.5694352941176,7.92156470588235,24.491
"338",38,66,0.801880486868322,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.8540303030303,4.1459696969697,21
"339",39,114,0.368289036862552,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.5015087719298,5.49849122807018,21
"340",40,77,0.134419363178313,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,12.5495324675325,5.52346753246753,18.073
"341",41,90,0.6673898011446,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.2333777777778,4.97262222222222,21.206
"342",42,116,0.815834039635956,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.0806206896552,3.91937931034483,21
"343",43,141,0.567478721775115,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.3723475177305,5.7136524822695,22.086
"344",44,50,0.411816893704236,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,11.56248,3.24452,14.807
"345",45,120,0.270024114660919,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.5424666666667,9.45753333333333,26
"346",46,58,0.354234500043094,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,14.3136034482759,6.82639655172414,21.14
"347",47,122,0.374726755544543,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.2353524590164,8.32064754098361,23.556
"348",48,54,0.350012974441052,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.5353888888889,9.40161111111111,26.937
"349",49,73,0.402008643746376,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,15.2355753424658,9.86342465753425,25.099
"350",50,114,0.446621376648545,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.7377280701754,7.26227192982456,26
"351",51,88,0.531736883334816,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,20.4995909090909,5.81540909090909,26.315
"352",52,146,0.8165453331545,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,18.0037534246575,6.99624657534246,25
"353",53,111,0.48741313982755,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.8284594594595,7.77454054054054,24.603
"354",54,121,0.338249010406435,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,14.5791652892562,8.4208347107438,23
"355",55,71,0.689558226801455,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,12.5050985915493,6.37890140845071,18.884
"356",56,105,0.540757654048503,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,17.8992571428571,5.60274285714286,23.502
"357",57,100,0.659062369167805,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,19.94731,4.81769,24.765
"358",58,90,0.746267849579453,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.5181,4.4819,21
"359",59,64,0.278919104672968,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.883234375,4.540765625,21.424
"360",60,121,0.464615824818611,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,14.6476280991736,8.96537190082645,23.613
"361",61,99,0.622671251557767,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.9342525252525,8.06574747474748,25
"362",62,60,0.312794074974954,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,13.9061166666667,6.15488333333333,20.061
"363",63,70,0.332280391827226,-1,1,1,-1,1,0.1,1,0.1,0.05,1,5,0.05,0,0.75,16.878,6.122,23
