SiteID,VisitID,Year,OTU,Abundance,Sample_area,Source,Lon,Lat,n_obs,Presence
st00001,st00001-1996,1996,RHINOGOBIUS_SPP,10,NA,hfish_HSGK,139.45,42.088,1,1
st00002,st00002-1996,1996,LETHENTERON_SPP,3,NA,hfish_HSGK,139.45,42.089,1,1
st00002,st00002-1996,1996,RHINOGOBIUS_SPP,29,NA,hfish_HSGK,139.45,42.089,1,1
st00003,st00003-1996,1996,COTTUS_HANGIONGENSIS,1,NA,hfish_HSGK,139.451,42.084,1,1
st00003,st00003-1996,1996,GYMNOGOBIUS_UROTAENIA,47,NA,hfish_HSGK,139.451,42.084,1,1
st00003,st00003-1996,1996,MISGURNUS_ANGUILLICAUDATUS,27,NA,hfish_HSGK,139.451,42.084,1,1
st00003,st00003-1996,1996,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,27,NA,hfish_HSGK,139.451,42.084,1,1
st00003,st00003-1996,1996,RHINOGOBIUS_SPP,3,NA,hfish_HSGK,139.451,42.084,1,1
st00004,st00004-1996,1996,COTTUS_HANGIONGENSIS,2,NA,hfish_HSGK,139.451,42.087,1,1
st00004,st00004-1996,1996,GYMNOGOBIUS_UROTAENIA,63,NA,hfish_HSGK,139.451,42.087,1,1
st00004,st00004-1996,1996,LETHENTERON_SPP,1,NA,hfish_HSGK,139.451,42.087,1,1
st00004,st00004-1996,1996,MISGURNUS_ANGUILLICAUDATUS,24,NA,hfish_HSGK,139.451,42.087,1,1
st00004,st00004-1996,1996,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,7,NA,hfish_HSGK,139.451,42.087,1,1
st00004,st00004-1996,1996,RHINOGOBIUS_SPP,3,NA,hfish_HSGK,139.451,42.087,1,1
st00005,st00005-1996,1996,COTTUS_HANGIONGENSIS,5,NA,hfish_HSGK,139.452,42.082,1,1
st00005,st00005-1996,1996,GYMNOGOBIUS_UROTAENIA,74,NA,hfish_HSGK,139.452,42.082,1,1
st00005,st00005-1996,1996,LETHENTERON_SPP,1,NA,hfish_HSGK,139.452,42.082,1,1
st00005,st00005-1996,1996,MISGURNUS_ANGUILLICAUDATUS,13,NA,hfish_HSGK,139.452,42.082,1,1
st00005,st00005-1996,1996,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,64,NA,hfish_HSGK,139.452,42.082,1,1
st00006,st00006-1997,1997,COTTUS_HANGIONGENSIS,123,NA,hfish_HSGK,139.455,42.071,1,1
st00006,st00006-1997,1997,GYMNOGOBIUS_UROTAENIA,256,NA,hfish_HSGK,139.455,42.071,1,1
st00006,st00006-1997,1997,LETHENTERON_SPP,5,NA,hfish_HSGK,139.455,42.071,1,1
st00006,st00006-1997,1997,MISGURNUS_ANGUILLICAUDATUS,16,NA,hfish_HSGK,139.455,42.071,1,1
st00006,st00006-1997,1997,ONCORHYNCHUS_KETA,2,NA,hfish_HSGK,139.455,42.071,1,1
st00006,st00006-1997,1997,ONCORHYNCHUS_MASOU_MASOU,4,NA,hfish_HSGK,139.455,42.071,1,1
st00006,st00006-1997,1997,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,42,NA,hfish_HSGK,139.455,42.071,1,1
st00007,st00007-1999,1999,COTTUS_HANGIONGENSIS,1,NA,hfish_HSGK,139.462,42.09,2,1
st00007,st00007-1999,1999,RHINOGOBIUS_SPP,36,NA,hfish_HSGK,139.462,42.09,2,1
st00008,st00008-1997,1997,RHINOGOBIUS_SPP,4,NA,hfish_HSGK,139.462,42.092,1,1
st00009,st00009-1997,1997,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.466,42.104,1,1
st00010,st00010-1999,1999,RHINOGOBIUS_SPP,8,NA,hfish_HSGK,139.466,42.105,1,1
st00011,st00011-1990,1990,ONCORHYNCHUS_MASOU_MASOU,1,NA,hfish_HSGK,139.785,42.281,1,1
st00012,st00012-1990,1990,ONCORHYNCHUS_MASOU_MASOU,3,NA,hfish_HSGK,139.791,42.281,1,1
st00012,st00012-1990,1990,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,9,NA,hfish_HSGK,139.791,42.281,1,1
st00013,st00013-1990,1990,ONCORHYNCHUS_MASOU_MASOU,2,NA,hfish_HSGK,139.793,42.28,1,1
st00014,st00014-1990,1990,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,2,NA,hfish_HSGK,139.794,42.28,1,1
st00015,st00015-1990,1990,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,4,NA,hfish_HSGK,139.798,42.28,1,1
st00016,st00016-2002,2002,GYMNOGOBIUS_OPPERIENS,9,NA,hfish_HSGK,139.811,42.229,1,1
st00016,st00016-2002,2002,LUCIOGOBIUS_GUTTATUS,28,NA,hfish_HSGK,139.811,42.229,1,1
st00016,st00016-2002,2002,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.811,42.229,1,1
st00017,st00017-2002,2002,COTTUS_HANGIONGENSIS,4,NA,hfish_HSGK,139.811,42.23,1,1
st00017,st00017-2002,2002,GYMNOGOBIUS_OPPERIENS,153,NA,hfish_HSGK,139.811,42.23,1,1
st00017,st00017-2002,2002,LUCIOGOBIUS_GUTTATUS,11,NA,hfish_HSGK,139.811,42.23,1,1
st00017,st00017-2002,2002,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,15,NA,hfish_HSGK,139.811,42.23,1,1
st00017,st00017-2002,2002,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.811,42.23,1,1
st00017,st00017-2002,2002,TRIBOLODON_SPP,36,NA,hfish_HSGK,139.811,42.23,1,1
st00018,st00018-2002,2002,RHINOGOBIUS_SPP,22,NA,hfish_HSGK,139.811,42.234,1,1
st00019,st00019-2002,2002,COTTUS_HANGIONGENSIS,2,NA,hfish_HSGK,139.812,42.231,1,1
st00019,st00019-2002,2002,GYMNOGOBIUS_OPPERIENS,25,NA,hfish_HSGK,139.812,42.231,1,1
st00019,st00019-2002,2002,LUCIOGOBIUS_GUTTATUS,1,NA,hfish_HSGK,139.812,42.231,1,1
st00019,st00019-2002,2002,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,15,NA,hfish_HSGK,139.812,42.231,1,1
st00019,st00019-2002,2002,TRIBOLODON_SPP,28,NA,hfish_HSGK,139.812,42.231,1,1
st00020,st00020-2002,2002,COTTUS_HANGIONGENSIS,3,NA,hfish_HSGK,139.812,42.233,1,1
st00020,st00020-2002,2002,GYMNOGOBIUS_OPPERIENS,12,NA,hfish_HSGK,139.812,42.233,1,1
st00020,st00020-2002,2002,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,18,NA,hfish_HSGK,139.812,42.233,1,1
st00020,st00020-2002,2002,RHINOGOBIUS_SPP,4,NA,hfish_HSGK,139.812,42.233,1,1
st00020,st00020-2002,2002,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,15,NA,hfish_HSGK,139.812,42.233,1,1
st00020,st00020-2002,2002,TRIBOLODON_SPP,4,NA,hfish_HSGK,139.812,42.233,1,1
st00021,st00021-2003,2003,ACANTHOGOBIUS_LACTIPES,12,NA,hfish_HSGK,139.829,42.383,2,1
st00021,st00021-2003,2003,COTTUS_HANGIONGENSIS,2,NA,hfish_HSGK,139.829,42.383,2,1
st00021,st00021-2003,2003,GYMNOGOBIUS_BREUNIGII,10,NA,hfish_HSGK,139.829,42.383,2,1
st00021,st00021-2003,2003,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,139.829,42.383,2,1
st00021,st00021-2003,2003,LETHENTERON_SPP,114,NA,hfish_HSGK,139.829,42.383,2,1
st00021,st00021-2003,2003,TRIBOLODON_SPP,2,NA,hfish_HSGK,139.829,42.383,2,1
st00022,st00022-2000,2000,COTTUS_HANGIONGENSIS,5,NA,hfish_HSGK,139.832,42.598,1,1
st00022,st00022-2000,2000,GYMNOGOBIUS_OPPERIENS,18,NA,hfish_HSGK,139.832,42.598,1,1
st00022,st00022-2000,2000,ONCORHYNCHUS_MASOU_MASOU,22,NA,hfish_HSGK,139.832,42.598,1,1
st00022,st00022-2000,2000,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,1,NA,hfish_HSGK,139.832,42.598,1,1
st00022,st00022-2000,2000,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,14,NA,hfish_HSGK,139.832,42.598,1,1
st00022,st00022-2000,2000,TRIBOLODON_SPP,26,NA,hfish_HSGK,139.832,42.598,1,1
st00023,st00023-2012,2012,COTTUS_HANGIONGENSIS,1,330.1,prtwsd,139.832,42.599,6,1
st00023,st00023-2012,2012,GYMNOGOBIUS_OPPERIENS,22,330.1,prtwsd,139.832,42.599,6,1
st00023,st00023-2012,2012,ONCORHYNCHUS_MASOU_MASOU,53,330.1,prtwsd,139.832,42.599,6,1
st00023,st00023-2012,2012,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,1,330.1,prtwsd,139.832,42.599,6,1
st00023,st00023-2012,2012,TRIBOLODON_SPP,28,660.2,prtwsd,139.832,42.599,6,1
st00024,st00024-2012,2012,COTTUS_HANGIONGENSIS,28,438.2,prtwsd,139.833,42.381,6,1
st00024,st00024-2012,2012,GYMNOGOBIUS_OPPERIENS,67,438.2,prtwsd,139.833,42.381,6,1
st00024,st00024-2012,2012,LETHENTERON_SPP,5,438.2,prtwsd,139.833,42.381,6,1
st00024,st00024-2012,2012,MISGURNUS_ANGUILLICAUDATUS,1,438.2,prtwsd,139.833,42.381,6,1
st00024,st00024-2012,2012,ONCORHYNCHUS_MASOU_MASOU,28,438.2,prtwsd,139.833,42.381,6,1
st00025,st00025-2000,2000,COTTUS_HANGIONGENSIS,7,NA,hfish_HSGK,139.837,42.606,1,1
st00025,st00025-2000,2000,GYMNOGOBIUS_OPPERIENS,23,NA,hfish_HSGK,139.837,42.606,1,1
st00025,st00025-2000,2000,GYMNOGOBIUS_UROTAENIA,2,NA,hfish_HSGK,139.837,42.606,1,1
st00025,st00025-2000,2000,ONCORHYNCHUS_KETA,1,NA,hfish_HSGK,139.837,42.606,1,1
st00025,st00025-2000,2000,ONCORHYNCHUS_MASOU_MASOU,24,NA,hfish_HSGK,139.837,42.606,1,1
st00025,st00025-2000,2000,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,20,NA,hfish_HSGK,139.837,42.606,1,1
st00025,st00025-2000,2000,TRIBOLODON_SPP,25,NA,hfish_HSGK,139.837,42.606,1,1
st00026,st00026-2012,2012,ONCORHYNCHUS_MASOU_MASOU,69,195,prtwsd,139.838,42.606,7,1
st00026,st00026-2012,2012,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,41,195,prtwsd,139.838,42.606,7,1
st00026,st00026-2012,2012,TRIBOLODON_SPP,22,390,prtwsd,139.838,42.606,7,1
st00027,st00027-2003,2003,COTTUS_HANGIONGENSIS,114,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,GYMNOGOBIUS_OPPERIENS,46,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,GYMNOGOBIUS_UROTAENIA,17,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,LETHENTERON_SPP,10,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,ONCORHYNCHUS_MASOU_MASOU,112,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,ONCORHYNCHUS_MYKISS,1,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,5,NA,hfish_HSGK,139.842,42.372,2,1
st00027,st00027-2003,2003,TRIBOLODON_SPP,8,NA,hfish_HSGK,139.842,42.372,2,1
st00028,st00028-1978,1978,LETHENTERON_SPP,NA,NA,hfish_HSGK,139.847,42.424,1,1
st00029,st00029-2000,2000,GYMNOGOBIUS_OPPERIENS,4,NA,hfish_HSGK,139.847,42.604,1,1
st00029,st00029-2000,2000,ONCORHYNCHUS_MASOU_MASOU,23,NA,hfish_HSGK,139.847,42.604,1,1
st00029,st00029-2000,2000,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.847,42.604,1,1
st00029,st00029-2000,2000,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,63,NA,hfish_HSGK,139.847,42.604,1,1
st00029,st00029-2000,2000,TRIBOLODON_SPP,3,NA,hfish_HSGK,139.847,42.604,1,1
st00030,st00030-1990,1990,ONCORHYNCHUS_MASOU_MASOU,6,NA,hfish_HSGK,139.847,42.606,1,1
st00030,st00030-1990,1990,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,11,NA,hfish_HSGK,139.847,42.606,1,1
st00030,st00030-1990,1990,TRIBOLODON_SPP,12,NA,hfish_HSGK,139.847,42.606,1,1
st00031,st00031-2000,2000,ONCORHYNCHUS_MASOU_MASOU,13,NA,hfish_HSGK,139.848,42.602,2,1
st00031,st00031-2000,2000,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,87,NA,hfish_HSGK,139.848,42.602,2,1
st00032,st00032-1990,1990,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,1,NA,hfish_HSGK,139.848,42.603,1,1
st00033,st00033-2012,2012,GYMNOGOBIUS_OPPERIENS,46,110.6,prtwsd,139.852,42.599,3,1
st00033,st00033-2012,2012,ONCORHYNCHUS_MASOU_MASOU,23,110.6,prtwsd,139.852,42.599,3,1
st00033,st00033-2012,2012,RHINOGOBIUS_SPP,2,110.6,prtwsd,139.852,42.599,3,1
st00033,st00033-2012,2012,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,3,110.6,prtwsd,139.852,42.599,3,1
st00033,st00033-2012,2012,TRIBOLODON_SPP,60,221.2,prtwsd,139.852,42.599,3,1
st00034,st00034-1978,1978,LETHENTERON_SPP,NA,NA,hfish_HSGK,139.861,42.414,1,1
st00035,st00035-1990,1990,ONCORHYNCHUS_MASOU_MASOU,1,NA,hfish_HSGK,139.861,42.593,1,1
st00035,st00035-1990,1990,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,5,NA,hfish_HSGK,139.861,42.593,1,1
st00036,st00036-2012,2012,COTTUS_HANGIONGENSIS,5,251.4,prtwsd,139.865,42.356,5,1
st00036,st00036-2012,2012,GYMNOGOBIUS_OPPERIENS,50,251.4,prtwsd,139.865,42.356,5,1
st00036,st00036-2012,2012,ONCORHYNCHUS_MASOU_MASOU,19,251.4,prtwsd,139.865,42.356,5,1
st00036,st00036-2012,2012,TRIBOLODON_SPP,20,502.8,prtwsd,139.865,42.356,5,1
st00037,st00037-2000,2000,COTTUS_HANGIONGENSIS,4,NA,hfish_HSGK,139.865,42.46,1,1
st00037,st00037-2000,2000,GYMNOGOBIUS_OPPERIENS,68,NA,hfish_HSGK,139.865,42.46,1,1
st00037,st00037-2000,2000,LETHENTERON_SPP,3,NA,hfish_HSGK,139.865,42.46,1,1
st00037,st00037-2000,2000,MISGURNUS_ANGUILLICAUDATUS,3,NA,hfish_HSGK,139.865,42.46,1,1
st00037,st00037-2000,2000,ONCORHYNCHUS_MASOU_MASOU,91,NA,hfish_HSGK,139.865,42.46,1,1
st00037,st00037-2000,2000,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,2,NA,hfish_HSGK,139.865,42.46,1,1
st00037,st00037-2000,2000,TRIBOLODON_SPP,39,NA,hfish_HSGK,139.865,42.46,1,1
st00038,st00038-2000,2000,CARASSIUS_SP,1,NA,hfish_HSGK,139.867,42.469,1,1
st00038,st00038-2000,2000,GYMNOGOBIUS_OPPERIENS,56,NA,hfish_HSGK,139.867,42.469,1,1
st00038,st00038-2000,2000,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,139.867,42.469,1,1
st00038,st00038-2000,2000,ONCORHYNCHUS_MASOU_MASOU,264,NA,hfish_HSGK,139.867,42.469,1,1
st00038,st00038-2000,2000,TRIBOLODON_SPP,40,NA,hfish_HSGK,139.867,42.469,1,1
st00039,st00039-1995,1995,COTTUS_HANGIONGENSIS,4,NA,hfish_HSGK,139.871,42.22,1,1
st00039,st00039-1995,1995,GYMNOGOBIUS_UROTAENIA,20,NA,hfish_HSGK,139.871,42.22,1,1
st00039,st00039-1995,1995,ONCORHYNCHUS_MASOU_MASOU,10,NA,hfish_HSGK,139.871,42.22,1,1
st00039,st00039-1995,1995,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,5,NA,hfish_HSGK,139.871,42.22,1,1
st00039,st00039-1995,1995,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,2,NA,hfish_HSGK,139.871,42.22,1,1
st00039,st00039-1995,1995,TRIBOLODON_SPP,29,NA,hfish_HSGK,139.871,42.22,1,1
st00040,st00040-1995,1995,COTTUS_HANGIONGENSIS,1,NA,hfish_HSGK,139.871,42.416,1,1
st00040,st00040-1995,1995,GYMNOGOBIUS_UROTAENIA,46,NA,hfish_HSGK,139.871,42.416,1,1
st00040,st00040-1995,1995,LETHENTERON_SPP,2,NA,hfish_HSGK,139.871,42.416,1,1
st00040,st00040-1995,1995,ONCORHYNCHUS_MASOU_MASOU,1,NA,hfish_HSGK,139.871,42.416,1,1
st00040,st00040-1995,1995,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,1,NA,hfish_HSGK,139.871,42.416,1,1
st00040,st00040-1995,1995,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.871,42.416,1,1
st00040,st00040-1995,1995,TRIBOLODON_SPP,117,NA,hfish_HSGK,139.871,42.416,1,1
st00041,st00041-2003,2003,COTTUS_HANGIONGENSIS,5,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,GYMNOGOBIUS_OPPERIENS,33,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,GYMNOGOBIUS_UROTAENIA,74,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,LETHENTERON_SPP,9,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,NOEMACHEILUS_BARBATULUS,10,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,ONCORHYNCHUS_MASOU_MASOU,1,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,5,NA,hfish_HSGK,139.874,42.418,3,1
st00041,st00041-2003,2003,TRIBOLODON_SPP,188,NA,hfish_HSGK,139.874,42.418,3,1
st00042,st00042-1995,1995,COTTUS_HANGIONGENSIS,1,NA,hfish_HSGK,139.876,42.226,1,1
st00042,st00042-1995,1995,GYMNOGOBIUS_UROTAENIA,11,NA,hfish_HSGK,139.876,42.226,1,1
st00042,st00042-1995,1995,ONCORHYNCHUS_MASOU_MASOU,78,NA,hfish_HSGK,139.876,42.226,1,1
st00042,st00042-1995,1995,ONCORHYNCHUS_MYKISS,1,NA,hfish_HSGK,139.876,42.226,1,1
st00042,st00042-1995,1995,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,6,NA,hfish_HSGK,139.876,42.226,1,1
st00042,st00042-1995,1995,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,5,NA,hfish_HSGK,139.876,42.226,1,1
st00042,st00042-1995,1995,TRIBOLODON_SPP,5,NA,hfish_HSGK,139.876,42.226,1,1
st00043,st00043-1996,1996,GYMNOGOBIUS_UROTAENIA,21,NA,hfish_HSGK,139.876,42.419,2,1
st00043,st00043-1996,1996,LETHENTERON_SPP,1,NA,hfish_HSGK,139.876,42.419,2,1
st00043,st00043-1996,1996,ONCORHYNCHUS_MASOU_MASOU,6,NA,hfish_HSGK,139.876,42.419,2,1
st00043,st00043-1996,1996,TRIBOLODON_SPP,10,NA,hfish_HSGK,139.876,42.419,2,1
st00044,st00044-2003,2003,GYMNOGOBIUS_OPPERIENS,15,NA,hfish_HSGK,139.877,42.419,1,1
st00044,st00044-2003,2003,GYMNOGOBIUS_UROTAENIA,29,NA,hfish_HSGK,139.877,42.419,1,1
st00044,st00044-2003,2003,LETHENTERON_SPP,15,NA,hfish_HSGK,139.877,42.419,1,1
st00044,st00044-2003,2003,NOEMACHEILUS_BARBATULUS,1,NA,hfish_HSGK,139.877,42.419,1,1
st00044,st00044-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,3,NA,hfish_HSGK,139.877,42.419,1,1
st00044,st00044-2003,2003,TRIBOLODON_SPP,55,NA,hfish_HSGK,139.877,42.419,1,1
st00045,st00045-1978,1978,LETHENTERON_SPP,NA,NA,hfish_HSGK,139.885,42.408,1,1
st00046,st00046-2013,2013,COTTUS_HANGIONGENSIS,1,73.7,prtwsd,139.887,42.234,5,1
st00046,st00046-2013,2013,GYMNOGOBIUS_OPPERIENS,55,73.7,prtwsd,139.887,42.234,5,1
st00046,st00046-2013,2013,ONCORHYNCHUS_MASOU_MASOU,21,73.7,prtwsd,139.887,42.234,5,1
st00046,st00046-2013,2013,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,2,73.7,prtwsd,139.887,42.234,5,1
st00047,st00047-2003,2003,COTTUS_HANGIONGENSIS,4,NA,hfish_HSGK,139.891,42.337,2,1
st00047,st00047-2003,2003,LETHENTERON_SPP,3,NA,hfish_HSGK,139.891,42.337,2,1
st00047,st00047-2003,2003,ONCORHYNCHUS_MASOU_MASOU,151,NA,hfish_HSGK,139.891,42.337,2,1
st00047,st00047-2003,2003,ONCORHYNCHUS_MYKISS,1,NA,hfish_HSGK,139.891,42.337,2,1
st00047,st00047-2003,2003,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,3,NA,hfish_HSGK,139.891,42.337,2,1
st00047,st00047-2003,2003,TRIBOLODON_SPP,16,NA,hfish_HSGK,139.891,42.337,2,1
st00048,st00048-2012,2012,ONCORHYNCHUS_MASOU_MASOU,22,253.7,prtwsd,139.892,42.336,5,1
st00048,st00048-2012,2012,ONCORHYNCHUS_MYKISS,2,253.7,prtwsd,139.892,42.336,5,1
st00048,st00048-2012,2012,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,5,253.7,prtwsd,139.892,42.336,5,1
st00048,st00048-2012,2012,TRIBOLODON_SPP,26,507.4,prtwsd,139.892,42.336,5,1
st00049,st00049-2000,2000,COTTUS_HANGIONGENSIS,1,NA,hfish_HSGK,139.895,42.513,1,1
st00049,st00049-2000,2000,LETHENTERON_SPP,17,NA,hfish_HSGK,139.895,42.513,1,1
st00049,st00049-2000,2000,ONCORHYNCHUS_MASOU_MASOU,281,NA,hfish_HSGK,139.895,42.513,1,1
st00049,st00049-2000,2000,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,2,NA,hfish_HSGK,139.895,42.513,1,1
st00050,st00050-1992,1992,ONCORHYNCHUS_MASOU_MASOU,5,NA,hfish_HSGK,139.896,42.318,1,1
st00050,st00050-1992,1992,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,1,NA,hfish_HSGK,139.896,42.318,1,1
st00050,st00050-1992,1992,TRIBOLODON_SPP,2,NA,hfish_HSGK,139.896,42.318,1,1
st00051,st00051-2003,2003,CARASSIUS_SP,4,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,LETHENTERON_SPP,60,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,ONCORHYNCHUS_MASOU_MASOU,71,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,PHOXINUS_PERCNURUS_SACHALINENSIS,9,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,1,NA,hfish_HSGK,139.898,42.38,2,1
st00051,st00051-2003,2003,TRIBOLODON_SPP,103,NA,hfish_HSGK,139.898,42.38,2,1
st00052,st00052-1993,1993,TRIBOLODON_SPP,20,NA,hfish_HSGK,139.899,42.419,1,1
st00053,st00053-1995,1995,CARASSIUS_SP,16,NA,hfish_HSGK,139.9,42.419,2,1
st00053,st00053-1995,1995,GYMNOGOBIUS_UROTAENIA,73,NA,hfish_HSGK,139.9,42.419,2,1
st00053,st00053-1995,1995,LETHENTERON_SPP,2,NA,hfish_HSGK,139.9,42.419,2,1
st00053,st00053-1995,1995,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,139.9,42.419,2,1
st00053,st00053-1995,1995,NOEMACHEILUS_BARBATULUS,1,NA,hfish_HSGK,139.9,42.419,2,1
st00053,st00053-1995,1995,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.9,42.419,2,1
st00053,st00053-1995,1995,TRIBOLODON_SPP,60,NA,hfish_HSGK,139.9,42.419,2,1
st00054,st00054-1992,1992,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,139.903,42.326,1,1
st00054,st00054-1992,1992,LETHENTERON_SPP,1,NA,hfish_HSGK,139.903,42.326,1,1
st00054,st00054-1992,1992,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,139.903,42.326,1,1
st00054,st00054-1992,1992,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,139.903,42.326,1,1
st00054,st00054-1992,1992,TRIBOLODON_SPP,5,NA,hfish_HSGK,139.903,42.326,1,1
st00055,st00055-2003,2003,LETHENTERON_SPP,1,NA,hfish_HSGK,139.904,42.3,2,1
st00055,st00055-2003,2003,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,139.904,42.3,2,1
st00055,st00055-2003,2003,ONCORHYNCHUS_MASOU_MASOU,195,NA,hfish_HSGK,139.904,42.3,2,1
st00055,st00055-2003,2003,TRIBOLODON_SPP,28,NA,hfish_HSGK,139.904,42.3,2,1
st00056,st00056-2003,2003,CARASSIUS_SP,2,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,LETHENTERON_SPP,32,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,MISGURNUS_ANGUILLICAUDATUS,22,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,ONCORHYNCHUS_MASOU_MASOU,146,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,PHOXINUS_PERCNURUS_SACHALINENSIS,23,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,3,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,2,NA,hfish_HSGK,139.904,42.35,2,1
st00056,st00056-2003,2003,TRIBOLODON_SPP,373,NA,hfish_HSGK,139.904,42.35,2,1
st00057,st00057-1977,1977,COTTUS_NOZAWAE,2,NA,hfish_HSGK,139.904,42.461,1,1
st00058,st00058-1995,1995,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,139.905,42.233,1,1
st00058,st00058-1995,1995,ONCORHYNCHUS_MASOU_MASOU,219,NA,hfish_HSGK,139.905,42.233,1,1
st00058,st00058-1995,1995,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,1,NA,hfish_HSGK,139.905,42.233,1,1
st00058,st00058-1995,1995,TRIBOLODON_SPP,41,NA,hfish_HSGK,139.905,42.233,1,1
st00059,st00059-2013,2013,COTTUS_HANGIONGENSIS,3,56.8,prtwsd,139.906,42.234,5,1
st00059,st00059-2013,2013,GYMNOGOBIUS_OPPERIENS,31,56.8,prtwsd,139.906,42.234,5,1
st00059,st00059-2013,2013,ONCORHYNCHUS_MASOU_MASOU,36,56.8,prtwsd,139.906,42.234,5,1
